ALink,SName,SLink,Lyric,Idiom
/ac-dc/,Snake Eyes,/ac-dc/snake-eyes.html,"you paint a picture. so it's plain to see. ain't no hidin'. an' no security. I'll be watchin'. every move you make. when you hear my rattle better be awake. snake eyes, watchin'. snake eyes, look out. snake eyes, it's coming. snake eyes, ain't no escaping from the snake eye. no way. you leave a foot print for my eye to see. catch an echo. from a lock an' key. from the shadow. or behind a rock. get your anti venom from the doctor shop. snake eyes, watchin'. snake eyes, look out. snake eyes, it's coming. snake eyes, ain't no escaping from the snake eye. snake eyes, snake eyes. snake eyes, snake eyes. hear a rustle. from behind a tree. gets you runnin'. home to sanctuary. bolt the door and. you think your safe. ha ha ha ha ha. wrong again child. snake eyes, watchin'. snake eyes, look out. snake eyes, it's coming. snake eyes. you got the snake eye, ain't no escaping from the snake eye. got the snake eye, always watching. snake eyes. ain't no escaping from the. just keep a lookout for the. snake eye",ENGLISH
/ac-dc/,Snowballed,/ac-dc/snowballed.html,"Crashed out on the market, out (blood) on the floor. Busted man on show. Bundled out of the City, out of the door. Thrown up against the wall. Put out of the picture. Axe about to fall walk before you throw (cry). Sinking to the bottom, screaming for air. The shark must get his share. You can see it coming, miles and miles away. Women, drink and money are going to make you pay. Snowballed, oh yeah. Snowballed, they've done it again. Snowballed, makin' me pay. Snowballed. Howl of the wolf, snear (snow) in his eyes. Waiting to take you by surprise. Eye of the needle, head of the pin. Watch those teeth 'cause they're ready to bite. You can see it coming, miles and miles away. Women, drink and money are going to make you pay. Snowballed, yes you have. Snowballed, I've been fooled again. Snowballed, that's all. Snowballed. Out of my mind. One more time",ENGLISH
/ac-dc/,Some Sin For Nuthin,/ac-dc/some-sin-for-nuthin.html,"Heroes, hard to find. Don't make the news 'til they're doin' time. Schemers turn the screw. They get the word and they drop on you. Lay down the law black of the night. Run up a score, oooh the price is right. Dealers looking round, wheel is turning round. Coming round on you. CHORUS:. Some sin for gold. Some sin for shame. Some sin for cash. Some sin for gain. Some sin for wine. Some sin for pain. But I ain't gonna be the fool. Who's gonna have to sin for nothing. Nothin' at all. Nero, evil mind. He was born way before his time. Lead 'em down below. You got it right and away you go. You gotta lay down the rules, push up the price. Turn on the heat, put you on ice. Dealers looking round, wheel is turning round. Coming round for you. CHORUS. (Give it to me). (Ain't gonna do that). CHORUS. Ain't gonna sin for nothing. You get nothing for nothing. Ain't gonna sin for nothing. That don't make no sense, no, no",ENGLISH
/ac-dc/,Soul Stripper,/ac-dc/soul-stripper.html,"Well I met her in the garden. Underneath that old apple tree. Sitting with a handful of flowers. Looking as cool as can be. We talked away a couple of hours. Then she laid her hand on my lap. Oh I thought I got to be dreaming. I didn't know I fell in her trap. Then she made me say things I didn't want to say. Then she made me play games I didn't want to play. She was a soul stripper, yeah. She took my heart. She was a soul stripper, ooh. And tore me apart. She started moving nice and easy. Slowly getting near to my spine. Killing off each last little feeling. Ooh everyone she could find. And when she had me hollow and naked, yeah. That's when she put me down. Pulled out a knife and flashed it before me. Stuck it in and turned it around. Then she made me say things I didn't want to say, you know. Then she made me play games I didn't want to play. She was a soul stripper, yeah. Ooh she took my heart. Ooh was a soul stripper. Tore me apart. Soul stripper, soul stripper. You're a soul stripper. Soul stripper, soul stripper. Soul stripper. Took out my heart. And tore it apart. Aah you're a soul stripper. Soul stripper, soul stripper.",ENGLISH
/ac-dc/,Spellbound,/ac-dc/spellbound.html,"Blinded by a bright beam. Shattered by the windscreen. Stunned by the whiplash. I'm a victim of a bad crash. I can do nothing right. I never sleep at night. Can't even start a fight. My feet have left the ground. Spinning round and round. Spellbound, my world keeps a tumbling down. Beaten by a blind man. Wrong way up a dead end. Screaming through a speed trap. As I tear into a tail pipe. I can do nothing right. I never sleep at night. Can't even start a fight. My feet have left the ground. Spinning round and round. Spellbound, my world keeps a tumbling down. I'm slipping down. I got my hands in the fire. I'm sliding on an oil slick. Blinded on a bad trip. Yes and nothing's going to change it. I can do nothing right. Can't even sleep at night. My feet have left the ground. I'm spinning round and round. Spellbound, my world keeps a tumbling down",ENGLISH
/ac-dc/,Spoilin' For A Fight,/ac-dc/spoilin-for-a-fight.html,"I see trouble coming man. Well I'm coming back to a fork. Sliding down a road. Gonna lick 'em on down. We're gonna run right out. I'm a fighting fool. And I'm hungry for you. Well I'm living on a line. I'm protecting my life. Rock with me, come on come one. You're only spoiling for a fight. Spoiling for a fight (5x). Make your heart beat thump. Make your starter jump. You're running on time. Then you're fighting all night. With my rocking shoes. 'cause I'm hungry for you. Well I'm living on the line. All my life, rock with me. Come on come on, you want it. Spoiling for a fight (2x). Trying to make it right. Spoiling for a fight, (2x). Trying to make it right. You better stand your ground. And keep out of my town. To live another day. Spoiling for a fight, (2x). Trying to make it right. Spoiling for a fight, (2x). 'cause I've gotta make it right. Fighting all night. 'cause I'm spoiling for a fight. Rômulo Belluomini",ENGLISH
/ac-dc/,Squealer,/ac-dc/squealer.html,"She said she'd never been. Never been touched before, hummm. She said she'd never been. This far before. She said she'd never liked, hummm. To be excited. She said she always had. Had to fight it. And she never won. She said she'd never been. Never been balled before. And I don't think. She'll ever ball no more. Fixed her good. Hey. (Squealer) when I held her hand. (Squealer) I made her understand. (Squealer) when I kissed her lips. (Squealer) sucked her finger tips, hey. (Squealer) oohh started getting hot. (Squealer) oohh made it hard to stop. (Squealer) got too much. (Squealer) I think I've got the magic touch, aaah. (Squealer....).",ENGLISH
/ac-dc/,Stand Up,/ac-dc/stand-up.html,"Put on the headset, get on the stage. Out on a midnight escapade. Didn't want to steal your thunder. Wouldn't want to play your game. Makin' all the headlines. Gettin' on the front page. Didn't even know her number. I didn't even know her name. (Chorus). Stand up, stand up and take it. Stand up, stand up and make it. Stand up, stand up and face it. Stand up. Get on the red dress, slip on the lace. Up for a high heel and a pretty face. Woman wanna get you under. Woman wanna get you tame. Lovin' on a hot night. Stokin' up the flame. Didn't wanna know her number. I didn't wanna know her name. (Chorus). (you can make it)",ENGLISH
/ac-dc/,Stick Around,/ac-dc/stick-around.html,"You've been smiling lately baby. You've been singing in the bath. You've been acting like a lady. Not a dirty photograph. Then tonight you came home early. Packed a bag or two. It's been worrying me honey. Just what you're gonna do, ooh. Stick around, yeah, stick around. Stick around, baby, stick around. Well you came on like a hurricane, hey. About a month ago. Blowing like a stiff breeze. Always on the go. All the good times that we had baby. All stayed in the past. All the good lays that I get. Never seem to last. Stick around, yeah, stick around. Stick around, baby, stick around. Come on baby, sit on this. What have I been doing lately. To make you wanna go. I take you out dancing. Honey we can go out to a show. Spend a night romancing. Nights out on the town. Listen to me baby. You'll be glad you stuck around. Stick around, yeah, stick around, oh honey. Stick around, yeah, stick around. Stick around, around, around, around, around. Stick around, c'mon baby stick around don't let me down. Stick around, yeah, stick around.",ENGLISH
/ac-dc/,Stiff Upper Lip,/ac-dc/stiff-upper-lip.html,"Well I was out on a drive. On a bit of a trip. Lookin' for thrills. To get me some kicks. Now I warn you ladies. I shoot from the hip. I was born with a stiff. Stiff upper lip. Like a dog in a hell. I bite everything. And I'm big and I'm drawl. And I'll ball your thing. I keep a stiff upper lip. And I shoot from the hip. I keep a stiff upper lip. And I shoot. And I shoot. Shoot from the hip. Yeah I shoot from the hip. Now listen. Well I'm workin' it out. And I've done everything. And I can't reform no. Can you feel my sting. Babe I keep a stiff upper lip. And I shoot from the hip, yeah. I keep a stiff upper lip. And I shoot. And I shoot. And i shoot shoot shoot. Shoot from the hip. Well I'm on the prowl. And I'll ball your thing. I got the teeth that'll bite you. Can you feel my sting. Babe I keep a stiff upper lip. And I shoot from the hip. I keep a stiff upper lip. And I shoot shoot shoot from the hip. I got a (stiff upper lip). Better believe me (stiff upper lip). Comin' down (stiff upper lip). (Stiff upper lip). Yeah i got a (stiff upper lip). Stiff upper lip. Stiff upper lip. I got a stiff upper lip. I got a stiff upper lip. Stiff upper lip. Stiff upper lip. And I shoot. And I shoot. And I shoot. Shoot from the hip",ENGLISH
/ac-dc/,Stormy May Day,/ac-dc/stormy-may-day.html,"The storm is ragin'. The winds are howlin. The water's calling -. Rescue You. A flash of lightning. And all look frightenin. Horror is comin'. and the sun don't shine. (CHORUS). Rain day, May Day. Rain day, Stormy May Day (x2). Stormy May Day. Ahhw!. The sky is darkening. The dogs are barkin'. I go for help. you hope will get you through. I come for fightin'. I stand besire her. The people runnin'. and the moon don't rise. (CHORUS). Rain Day, May Day. Rain Day, Stormy May Day (x2)",ENGLISH
/ac-dc/,Sweet Candy,/ac-dc/sweet-candy.html,"Make the eyes go round. See through a dance. Lights gonna fall. She kind of bet it. Knows how to roll. Got in a crowd right across the town. Cross more attention. And then got more. Sweet candy, sweet candy. Back on the beat. Sweet candy, sweet candy. Back on the beat. I like candy. She speaks tonight. Sellin' us the town. She climbed the window upon. You know just what you gonna do. You gonna give it all for my attention. Sweet candy, sweet candy. Back on the beat. Sweet candy, sweet candy. Back on the beat. I said I like candy. Back on the beat. Sweet candy. Back on the beat. Sweet candy. Back on the beat. Said I like candy. Sweet, sweet candy. Sweet, sweet candy. Sweet, sweet candy. Sweet, sweet candy",ENGLISH
/ac-dc/,T.N.T.,/ac-dc/t-n-t.html,"Aye, aye, aye, aye, aye,. Aye, aye, aye, aye, aye. See me ride out of the sunset. On your colour Tv screen. Out for all that I can get. If you know what I mean. Women to the left of me. And women to the right. Ain't got no gun. Ain't got no knife. (But) don't you start no fight. Cause I'm T.N.T., I'm dynamite. T.N.T. and I'll win the fight. T.N.T. I'm a power load. T.N.T. watch me explode. I'm dirty, mean and mighty unclean. I'm a wanted man. Public enemy number one. Understand?. So lock up your daughter. Lock up your wife. Lock up your back door. (And) run for your life. The man is back in town. (So) don't you mess me 'round. Cause I'm T.N.T., I'm dynamite. T.N.T. and I'll win the fight. T.N.T. I'm a power load. T.N.T. watch me explode. T.N.T. aye, aye, aye. T.N.T. aye, aye, aye. T.N.T. aye, aye, aye. T.N.T. aye, aye, aye. T.N.T. aye. I'm dynamite (aye, aye). T.N.T. aye. And I'll win the fight (aye, aye). T.N.T. aye. I'm a power load (aye, aye). T.N.T.. Watch me explode",ENGLISH
/ac-dc/,That's The Way I Wanna Rock'n'roll,/ac-dc/thats-the-way-i-wanna-rocknroll.html,"Party gonna happen at the union hall. Shaking to the rhythm 'til everybody fall. Picking up my woman in my Chevrolet. Glory halleluja gonna rock the night away. I'm gonna roll roll roll. I'm gonna roll roll roll. I'm gonna take this town, turn it around. I'm gonna roll roll roll. Now there's a blue suede bopping on a high heeled shoe. Balling 'round together like a wrecking crew. Oh be bopper bubba baby what I say. You gotta get a dose of rock and roll on each and every day. We're gonna roll roll roll. We're gonna roll roll roll. We're gonna take this town, turn it around. We're gonna roll roll roll. I'm gonna blow up my video. Shut down my radio. Told boss man where to go. Turned off my brain control. That's the way I wanna Rock´n´Roll. That's the way I wanna Rock´n´Roll. That's the way. That's the way. That's the way I wanna Rock´n´Roll. repeat. repeat. I'm gonna blow up my video. Shut down my radio. Told boss man where to go. Turned off my brain control. That's the way I wanna Rocck´n´Roll.",ENGLISH
/ac-dc/,The Furor,/ac-dc/the-furor.html,"[Here comes the furor]. Kick the dust, wipe the crime from the main street. Await the coming of the lord. Hangin' round with them low down and dirty. Bringing order from the boss. What´s the furor 'bout it all. Leave you pantin', bust your balls. Kicked around, messed about, get your hands dirty. On the killin' floor. I'm your furor. I'm your furor, baby. [come on, yeah]. Friend of mine, cross the line to a new state. I can shake the law. Find a mine, gonna build me a new place. No knockin' door to door. I'm your furor. I'm your furor, baby. What's your furor. I'm your furor. [yeah, yeah, yeah]. Bring on the furor [c'mon]. [well] I'm your furor. What's your furor [baby]. Feel the furor. I'm your furor baby. I'm your furor. What's your furor baby. Feel the furor. You're my furor. I'm your furor. I'm your furor",ENGLISH
/ac-dc/,The Jack,/ac-dc/the-jack.html,"She gave me the Queen. She gave me the King. She was wheelin' and dealin'. Just doin' her thing. She was holdin' a pair. But I had to try. Her Deuce was wild. But my Ace was high. But how was I to know. That she'd been dealt with before. Said she'd never had a Full House. But I should have known. From the tattoo on her left leg. And the garter on her right. She'd have the card to bring me down. If she played it right. She's got the Jack. She's got the Jack(7x). She's got the Jack, Jack, Jack, Jack, Jack, Jack, Jack. She's got the Jack. Poker face was her name. Poker face was her nature. Poker straight was her game. If she knew she could get you. She play'd 'em fast. And she play'd 'em hard. She could close her eyes. And feel every card. But how was I to know. That she'd been shuffled before. Said she'd never had a Royal Flush. But I should have known. That all the cards were comin'. From the bottom of the pack. And if I'd known what she was dealin' out. I'd have dealt it back. She's got the Jack, She's got the Jack. She's got the Jack, And who knows what else?. She's got the Jack, yeah, yeah. She's got the Jack(4x). She's got the Jack, Jack, Jack, Jack, Jack, Jack, Jack. She's got the Jack, She's got the Jack. She's got the Jack, Ooh, was a bad deal, Jack. She gave me the Jack hey. She's got the Jack, She's got the Jack, She's got the Jack. Ooh, can't ya tell?. She's got the Jack, Jack, Jack, Jack, Jack, Jack, Jack. She's got the Jack, She's got the Jack. She's got the Jack, She's got the Jack. You Never know! She's got the Jack. She's got the Jack, She's got the Jack. She's got the Jack, and it hurts!. She's got the Jack. She's got the Jack, Jack, Jack, Jack, Jack, Jack, Jack. She's got the Jack. AAAAAAAAAAAAH!. Oooooh!. Oooooh!. Thank you, thank you, thank you people,. thank you, thank you. I'm glad you like the show, yes, thank you very much folks.. Goodnight and God bless!",ENGLISH
/ac-dc/,The Jack (live Version),/ac-dc/the-jack-live-version.html,"She gave me her mind. Then she gave me her body. But it seemed to me. That she gave it to anybody. But I made her cry. And I made her scream. I took her high. And I curdled her cream. But how was I to know that she had been there before. She told me she was a virgin. She was number nine, ninety-nine on the clinical list. And I fell in love with the dirty little bitch. She's got the jack, she's got the jack. She's got the jack, she's got the jack. She's got the jack, she's got the jack. She's got the jack, she's got the jack. She's got the jack, jack, jack, jack, jack, jack, jack. She's got the jack. I searched her mind. And then I searched her body. ...But so did everybody. But she gave me her heart. And she gave me her soul. And a great, big - warn out. Empty hole. But how was I to know it had been filled in before. She said, ""Bon, I've never had the urgency"". She was number nine, ninety-nine on the critical list. And I fell in love with the dirty little bitch. She's got the Jack. (I'll kill her). (Oh and it hurts). You know, I woke up one morning. and there it was on the sheets -the clap. Now I know you all call it the clap. Over here so what I'm gonnado. I'm gonna say ""She's got the --"". and I want you all to shoutout. Just what it is she's got, in this case it's the clap. And if you wanna know who gave it to her. don't look at me",ENGLISH
/ac-dc/,The Price You Pay,/ac-dc/the-price-you-pay.html,"There's a small jail in georgia you all know,. Where the sun's so hot and the daylight don't show.. Where the moccasin she rests on a soft bed of sand,. You can hear the hound dog howling out the land.. Chorus:. It ain't the way i wanted it.. But lord that's the price you pay.. I said jailer bring me water for my throat is dry,. Four walls, steel bars, i've been watching passersby,. I've been sitting here so long i'm starting to cry,. The hangman's coming, i'm surely going to die.. Chorus:. It ain't the way i wanted it.. But lord that's the price you pay.. Oh, honk on it, boy,. A little jail cell blues here.. Lead break. I shot a man in macon over a poker game,. I killed another in atlanta just to build my fame,. Well, now i hear the hammers they're pounding out my name.. It ain't the way i wanted it.. But that's the price you pay.. It ain't the way i wanted it.. But lord that's the price you pay.. Hey jailer, how about that water my throat's still dry,. Four walls, steel bars, i've been watching passersby,. I've been sitting here so damn long i'm starting to cry,. The hangman's coming i'm surely going to die.. It ain't the way i wanted it.. But lord that's the price you pay,. (repeat),. It ain't the way i wanted it,. But lord that's the price you pay.. Oh, you done out of rope son.",ENGLISH
/ac-dc/,The Razors Edge,/ac-dc/the-razors-edge.html,"There's fighting on the left and marching on the right. Don't look up in the sky, you're gonna die of fright. Here comes the razors edge. You're living on the edge, don't know wrong. from right. They're breathing down your neck,. you're running out of lives. And here comes the razors edge. Here comes the razors edge. The razors edge. Razors edge, to raise the dead. Razors edge, to cut to shreds. To raise the dead. Here comes the razors edge. Here comes the razors edge. Well here it comes to cut to shreds. The razors edge. The razors edge. Gotta razors edge. You'll be cut to shreds by the razors edge. Gotta razors edge",ENGLISH
/ac-dc/,There's Gonna Be Some Rockin',/ac-dc/theres-gonna-be-some-rockin.html,"Rock and roll!. Well me and the boys. Are out to have some fun. Gonna put on a show. Come on, let's go. There's gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin' at the show tonight. Every night there's a rock 'n' roll queen. Gonna quiver and quake. Gonna shake her thing. Gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin' at the show tonight. It's a rock 'n' roll show. We got a big fat sound. Wanna share it round. Got a big bass drum. Gonna have some fun. Gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin' at the show tonight. C'mon. There's gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin' at the show tonight. There's gonna be some rockin'. Hey there's gonna be some rockin'. There's gonna be some rockin'. Gonna be some rockin'. There's gonna be some rockin'. There's gonna be some rockin' at the show tonight. Hey there's gonna be some rockin' at the show tonight. Oh there's gonna be some rockin' at the show tonight.",ENGLISH
/ac-dc/,This House Is On Fire,/ac-dc/this-house-is-on-fire.html,"Yonder she walked. Yonder she walked, hittin one of dream. A little tongue in cheek, hot poisonality. She bring on the flames, and it's burning and burning. My body's aching, tossing and turning. House is on fire. House is on fire. This house is on fire. And the flame is gonna burn you, you. She got me running for shelter. Needin' quarantine. She got me red hot and wired. Call an emergency. She bring on the flames, and it's burning and burning. My body's aching, tossing and turning. House is on fire. House is on fire. This house is on fire. And the flame is gonna burn you, you. You got me burning and burning. You got me tossing and turning. Burn, burn, burn. This house is on fire, House is on fire. This house is on fire, House is on fire. This house is on fire, This house is on fire. House is on fire. And the flame is gonna burn you,. The flame is gonna burn,. You're gonna burn you",ENGLISH
/ac-dc/,This Means War,/ac-dc/this-means-war.html,"(you get your head down, will you). I want you to march. Eyes go right, shoulder arms. Left wheel turn, show your charms. Change your clothes, cut your hair. Ain't no joke, ain't no place for kids. When the flags are high, hear the battle cry. Treaty gone, see the bandits fly. Dig the trench, watch that blast. Shell shock come, coming fast. Name and rank on parade. Might get laid by a hand grenade. Do you know what it means?. This - means - war. This means war, this means war. I said this means war, this means war. This means war. (run for cover, hit the deck, call for your mother). I need you to fire. Cock your gun, wet your sights. Get the bull dead to rights. Volunteers, one pace back. On the beach ain't no place for kids. When the flack is high on a bomber run. You don't talk back to an ack-ack gun. Fire range, and you're in the blitz. Keep your head or you're blown to bits. Name and rank on parade. Might get laid by a hand grenade. Do you know what it means?. This - means - war. Who's going there, is it a friend or foe?. Propaganda time on the radio. Top brass shout as they clown around. Peace talks die in geneva town. Do you know what it means?. This - means - war. This means war, this means war. I said this means war, this means war. This means war",ENGLISH
/ac-dc/,Thunderstruck,/ac-dc/thunderstruck.html,"Ahh-ahh-ahh-ahh-ahh-ahh (x7). Ahh-ahh-ahh-ahh-ahh-ahh. Thunder (x7). Thunder (x3). I was caught. In the middle of a railroad track (Thunder). I looked round. And I knew there was no turning back (Thunder). My mind raced. And I thought what could I do? (Thunder). And I knew. There was no help, no help from you (Thunder). Sound of the drums. Beatin' in my heart. The thunder of guns. Tore me apart. You've been - thunderstruck. Went down the highway. Broke the limit, we hit the town. Went through to Texas, yeah Texas. And we had some fun. We met some girls. Some dancers who gave a good time. Broke all the rules, played all the fools. Yeah, yeah, they, they, they blew our minds. Now the shakin' at the knees. Could I come again please?. Yeah the ladies were too kind. You've been - thunderstruck, thunderstruck. Yeah yeah yeah, thunderstruck. Oh, thunderstruck. Yeah. Now we're shaking at the knees. Could I come again please?. Thunderstruck, thunderstruck. Yeah yeah yeah, thunderstruck. Thunderstruck, yeah, yeah, yeah. Said yeah, it's alright. We're doing fine. Yeah, it's alright. We're doing fine. So fine. Thunderstruck, yeah, yeah, yeah,. Thunderstruck, thunderstruck, thunderstruck. Whoa baby, thunder, thunderstruck. You've been thunderstruck, thunderstruck. Thunderstruck, thunderstruck. You've been thunderstruck",ENGLISH
/ac-dc/,Touch Too Much,/ac-dc/touch-too-much.html,"It was one of those nights when you turn out the lights. And everything comes into view. She was taking her time, I was loosing my mind. There was nothing that she wouldn't do. It wasn't the first, wasn't the last. She knew we were making love. I was so satisfied deep down inside. Like a hand in a velvet glove. Seems like a touch, a touch too much. Seems like a touch, a touch too much. Too much for my body, too much for my brain. This damn woman's gonna drive me insane. She has a touch, a touch too much. She had the face of an angel, smiling with sin. The body of venus with arms. Dealin' with danger, strokin' my skin. Like a thunder and lightening storm. It wasn't the first, wasn't the last. It wasn't that she didn't care. She wanted it hard, wanted it fast. She liked it done medium rare. Seems like a touch, a touch too much. Seems like a touch, a touch too much. Too much for my body, too much for my brain. This damn woman's gonna drive me insane. She has a touch, a touch too much. Touch me!. Seems like a touch (touch too much). You know it's much too much (much too much). I really wanna feel ya (touch too much). Girl, you know you're givin' me (much too much). Seems like a touch (touch too much). Just a dirty little touch (much too much). I really need your touch (touch too much). 'Cause you're much too much too much too much. Seems like a touch. A touch too muchX2. Give me you touch. A touch too much. Baby you've got a touch. A touch too much. Seems like a touch. A touch too muchX4. Touch!. Come on and touch me!. Yeah! ah!.",ENGLISH
/ac-dc/,Two's Up,/ac-dc/twos-up.html,"Three is company. Come on,. Last stand. Down to my last dime. I ain't got the sense to leave. The dealers cutting fine. Last draw. Back against the wall. Depending where the money is. Is where I'm gonna fall. Ace high. Hide your poker eyes. I didn't want to laugh too much. When I picked up the prize. Lady Luck. Standing at my side. I'll leave with more than I brought in. And I get out with my life. I get out with my life. CHORUS:. I go, you go, she go, we go. Two's up, it's a two's up. Give me head, give me tails. Give me doubled up and coming doubled over on the rails. Give me two's up, it's what I want. (Alright). High up. When you're looking down. Then you see two animals. Just fooling you around. Stray dogs. Gonna take them in. I don't know what your names are. But you're gonna break them in. All day. It's difficult to say. Who is doing what to whom. Who's out of the play. I love. The way you slide and slip. Love the way you girls work out. And make the partnership. Make that partnership. CHORUS. (Gotta give me double or quits). Two's up, two's up. Like your partnership. Like the way you slip. There ain't nothing like a two's up. That's the way it is, two's up. It's what I want to hear. Give me head, give me tails. Give me doubled up and coming over on the rails. Two's up, it's locomotion. Two's up, you're drivin' me wild. Give me high, give me low. Give me twice the satisfaction. Twice the pot of gold (?). And it's a two's up. It's gonna be two's up. We're gonna have a two's up, two's up, two's up, two's up. There ain't nothin' like a two's up. [Marcos A. Tancon]",ENGLISH
